rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,date
3.0,Plug n unplug,"Great sound pick up, however the phome confuses it for headphones at times which means I have to unplug em just to hear any audio while doing test shots. Not conventional but whatever, I guess.",[],B016C4ZG74,B016C4ZG74,AGMNQ4HRVW5G2VEOPWPWHHVUVJZQ,1537180212545,0,True,2018-09-17 10:30:12.545
5.0,"Great reference, works great at lower volumes.","These monitors have done wonders for the quality of mixes I am producing.  What I mix is conveyed clearly and similarly when I re-listen on earbuds or in cars.  They are accurate at lower volumes.  I bought a set of auralex pads and stands to hold them at ear height while I mix- do not waste your money unless you are willing to do that.  I was throwing so much bass resonance from vibrating a desk, and getting stereo image completely wrong until I got them to the right height.  Once moved into position and properly insulated, I immediately noticed heard all the EQ doctoring I had made in previous mixes.  Being able to hear a sloppily chopped out band of frequencies sold me on these for reference.<br /><br />Good monitors won't dazzle you with how good they sound- they'll portray your sound as it is.  This is a decent set of reference monitors.",[],B00FX7MMRO,B00FX7MMRO,AEAODUU3XYKT5BM3OC3IGCYPPGSA,1442629806000,6,True,2015-09-19 02:30:06.000
5.0,It holds my guitar,"I was a little bit skeptical about this at the time of purchase due to it being cheaper (in price) than its alternatives, but it works fine.",[],B06X6FW9TQ,B08KRDKZ6K,AFYE26GV6EFIZJ6LIG6VX7CHH7NQ,1658039120202,0,True,2022-07-17 06:25:20.202
3.0,"Not weight-matched, but will work for hitting things.","Grabbed these on a whim, as they were cheap and looked perfect for what I needed (around 1 minute of our set on the kit). I have yet to play with them, but realized that these aren't weight matched AT ALL. The heads are weighted differently, throwing off the feel on the shaft. One of these weighs in at 28.91g, while the other weighs in at 32.52. While that doesn't sound like a huge difference, you can definitely feel it when handling the mallets.",[],B01CHEC9IC,B01CHEC9IC,AHZWY4ONPLLZJG5WLHGWFF4BJ66Q,1490661741000,1,True,2017-03-28 00:42:21.000
5.0,Good value for entry level ukulele,"The ukulele is a fun and inexpensive musical instrument.  It's easy to learn and has a distinctive sound.  There *are* professional-quality instruments out there, but pretty much every ukulele I've ever seen is a glorified toy guitar.  This product is no different.  But for an entry level ukulele this is a pretty good value.<br /><br />The ukulele itself is attractive:  i'm skeptical whether it's real mahogany wood, but it's an attractive mahogany finish with a natural wood grain.  The filigree around the sound hole and contrasting arm rest are a nice touch.  The construction is thin and light, but this is to be expected at this price point.<br /><br />How does it play?  Pretty well.  It comes with an automatic tuner that clips to the headstock.  There are dozens of apps out there that will do this for free, but it's a nice touch and added convenience.  For the first day or two the ukulele needed serious retuning after every couple of songs.  Usually almost a full half-step.  This is the normal break-in process for nylon strings, and I expect this won't be a long term problem.<br /><br />Along with the ukulele and tuner you get a cordura case, a strap with a Southwestern vibe, a set of extra strings, and some picks.  None of these accessories scream ""premium quality"" but they don't seem cheap either.  For the price point they are better than average.<br /><br />Short story:  great pick-up-and-play instrument for the casual user at a modest price point.  I'm very happy with it.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71KeTRr4KKL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71KeTRr4KKL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71KeTRr4KKL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B27Q63L2,B0BF5LVYMQ,AE4CCSI4THUS3STOV5MK72Q7AOHQ,1669486106969,0,False,2022-11-26 18:08:26.969
5.0,Makes a nice gift for beginners.,The sound is not as loud as the more expensive versions but it’s a nice product for a beginner,[],B007CPU2WC,B076ZSCZ7G,AHVY4AD3S6LIWECFSAYDU6JGCOXQ,1560558171456,0,True,2019-06-15 00:22:51.456
5.0,Best for buck. Good buy,Works pretty good. Nice build. Quality product. Would buy again and recommend. Best file for fret work for money. 👍,[],B07ZG6ZB6K,B07ZG6ZB6K,AHUY3U72NFX5TM4TUVHHFHUXLFDQ,1589492232597,0,True,2020-05-14 21:37:12.597
5.0,Works day in day out at the local pub - easy for non-techs to master,"Excellent and simple to use - just bought unit #2 to replace the one I put in a local pub six plus years ago.  Plenty of inputs to handle a full band and simple enough that non-techs can make it work night after night.<br /><br />This console is used nightly 365 days a year, two or three different acts each week - I replaced worn out sliders every couple of years - Peavy was easy to work with to get replacement parts.",[],B002AK538M,B002AK538M,AFY5XDOXZXGHYCV6NAEKIYA23W5Q,1427482851000,1,True,2015-03-27 19:00:51.000
5.0,Good cables what else you want,Good cables. Do what they’re supposed to do. Unbalanced,[],B073RMQKYG,B0CBHMCGNS,AH5EGWRVHV7RIN7JMQR53TDK3GRQ,1564078382503,0,True,2019-07-25 18:13:02.503
4.0,Great product besides the stickiness not being sticky enough.,"Makes my tv look so much more fancy, the stickiness was a bit lame, had to use different tape to keep it stuck.",[],B074CL2899,B074CL2899,AE2AZCBTPNPLP344RKGVQFMNAJRA,1527177378236,0,True,2018-05-24 15:56:18.236
4.0,"Attractive and well made, but has a design flaw","Out of the box this guitar hanger is attractive and well crafted. It is very easy to assemble and no harder to install than any other hanger, just 2 screws. The posts utilize a self locking bolt that allows you to simply hand turn them for installation and adjustment. Once installed it is very easy to adjust. It holds my bass and baritone 6 string electric just as easily as my standard acoustic.<br /><br />Rating would have been 5 stars but for a significant design flaw. The knobs at the ends of the posts are too large to avoid contacting the instrument when hanging or removing it. The drawback to this is that you MUST turn your instrument sideways to put it on (or take it off). Even then you will likely knock the wooden knobs against the finish of your instrument. This could cause wear in the long term.","[{'small_image_url': 'https://m.media-amazon.com/images/I/51cOMIxd8DL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51cOMIxd8DL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51cOMIxd8DL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61+9v3WdYVL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61+9v3WdYVL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61+9v3WdYVL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/612lvBB73ZL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/612lvBB73ZL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/612lvBB73ZL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61CE11o-o2L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61CE11o-o2L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61CE11o-o2L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61RR830rIwL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61RR830rIwL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61RR830rIwL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61TTFQs7lGL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61TTFQs7lGL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61TTFQs7lGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61XOLTa9VLL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61XOLTa9VLL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61XOLTa9VLL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61Y8XJj8b3L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61Y8XJj8b3L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61Y8XJj8b3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B8NHXV38,B0B8NHXV38,AFY5LM7VW7FDUDVNMVGJCOGGXA4A,1666983863313,2,False,2022-10-28 19:04:23.313
5.0,Did what was expected.,It fix and worked.,[],B019IH45V0,B019IH45V0,AE3YVBX3BBXJZLZ6SUZP4HZYS45A,1563051410387,0,True,2019-07-13 20:56:50.387
5.0,Good enough replacement strings!,Feels strong. Nice replacement strings to my child’s ukulele.,[],B07D2BST2L,B07D2BST2L,AEOZ4OHBVTLRL2AJZUW3DI7R5OTQ,1565133245385,0,True,2019-08-06 23:14:05.385
5.0,love the sound!  feels good in  my hands.,Arrived quickly;<br />love the sound!<br />nice looking item;<br />feels good in  my hands.,[],B08BZDLG53,B09GX8R11R,AEFY4Q2NBV5BZN7I4XPB3SNE6RWQ,1667972378526,0,True,2022-11-09 05:39:38.526
5.0,Five Stars,"It sounds so warm and cancels a lot of sounds, making only the voice present!",[],B000JM46FY,B0C3537HWD,AE7URPNR3AZIZE6JONIEGEJYE35A,1517190128393,0,True,2018-01-29 01:42:08.393
3.0,Not good for a commercial application,OK for small-scale/small room use.  Not good for a commercial application.,[],B001RXPF3Q,B001RXPF3Q,AG7OXIHM5GEN66CHWE6JYUYLBVEA,1432392730000,0,True,2015-05-23 14:52:10.000
3.0,You do get what you pay for,It is a very well-made product obviously you do get what you pay for the quality of sound is not as good as I would've wanted,[],B00HZREOFI,B00US6YYMG,AF2RUUMTVWZUOW6RKXPXDOCYBVTA,1501877725275,2,True,2017-08-04 20:15:25.275
5.0,Five Stars,works great with keyboard,[],B00J1JRLZS,B00J1JRLZS,AGFYT3V7NB45LIEIRNW5YRZP73MQ,1489614214000,0,True,2017-03-15 21:43:34.000
5.0,Five Stars,My son is using this and I haven't heard any complaints- cheap price for a helpful gadget!,[],B0002GLDQM,B0BXT384GR,AHIF7T3HFPMJTZHAPWY6GWBY7N2Q,1430026531000,0,True,2015-04-26 05:35:31.000
4.0,Lightweight... Great sound!,"Surprising the amount of sound that comes from this speaker. This an adjustable mixer for sound to be as you like it. I use it in gyms at schools, plenty loud enough and then some!<br />Don't let the cheap feel and look fool you.",[],B00ENZFSK0,B0BDMP3CW5,AEUSU7IQH4DZU6YMQ45X7QGHGN2A,1513639080809,0,True,2017-12-18 23:18:00.809
5.0,Economical Transducers that work VERY well,"It's only been a few hours since I have received both Transducers. I tested them with both Classical Acoustic and my Steel String acoustic guitar. So far, so good both work to transmit the sound better than I'd expected to the amp. Will later test them going through the Focusrite Scarlette box. Don't really plan on using them but at home and maybe church. So far, they do the job well. We'll see how they pan out over the months.<br /><br />I had to come back and add an addendum to my review. After several more days of testing  these Transducers with both the Nylon and Steel string guitars, I tested them going through my Focusrite Scarlette 212 and recorded into Sound Forge and PreSonus applications...WOW! these Transducers are the bomb! I have only been playing for a year, but their quality makes me sound like an Advanced player. I highly recommend this product and will buy again, if needed!!😀",[],B07L93L2X7,B07L93L2X7,AGJG4ZERC7LEROCK7VNGNCJC4VAA,1580945934578,1,True,2020-02-05 23:38:54.578
5.0,A workig pick-up...at the right price !!!,"Arrived in timely manner. Happy to have a functioning pickup in my guitar again :)  When installing it (easy) I found out I just needed one of the parts:) Nonetheless, the price was right and sure beat The cost of the guitar repair shop.",[],B005OEM43S,B005OEM43S,AGVSJGIBNODESJZWGZ6UH2256XQQ,1400509569000,0,True,2014-05-19 14:26:09.000
5.0,Great product,Thanks,[],B008U8Y9VK,B008U8Y9VK,AE3LSK5VWHPXHJDGBTFIDLM5ZOFQ,1538642303074,0,True,2018-10-04 08:38:23.074
5.0,Always On Pedal!,"Great sounding, easy to use AMERICAN made pedal.  This really is an ""Always On"" device for me. Sounds truly organic, beautiful delays and lush reverb. You won't regret buying it.",[],B07MJGV8T3,B07QQZQBKH,AFRZIWXIOTWTRW3DIYV6A66FKOWQ,1582473563368,0,False,2020-02-23 15:59:23.368
4.0,Good sound!,"This microphone was a really good value for my 9 year old to practice singing, however you need to have an amplifier or karaoke machine to plug it in to work. It also gives good sound without static.",[],B003GEBGA0,B003GEBGA0,AGMBBFYGBXHTYT7W652DY25Q4ZPQ,1439372234000,0,False,2015-08-12 09:37:14.000
4.0,good buy,guitar,[],B00FD21C6G,B07849RG3X,AH5DRZ4N6CFXD6VX5VDTU2SEN27A,1629229498863,0,True,2021-08-17 19:44:58.863
4.0,Decent for price,"Behringer pedals are like limited edition flavors. I try to collect them when I see another one, because seem to get discontinued after a while. Tone is usually okay, price is right.",[],B002X8Y4SQ,B08SJY4T7K,AGMVMZZS3KHO4IFE44SXMETBBCKA,1673628420289,0,True,2023-01-13 16:47:00.289
5.0,Broke immediately - read the rest,String broke immediately after I tried tuning it.<br />Edit: Got it restrung and now I love it! Just make sure you change the strings because they’re fragile as heck!,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71eKv89OOqL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71eKv89OOqL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71eKv89OOqL.jpg', 'attachment_type': 'IMAGE'}]",B078JZ1JML,B078JZ1JML,AEQJLRUWNMD43PFCZIIUFTFCE5QA,1533057118814,1,True,2018-07-31 17:11:58.814
2.0,Not bad.,"Wanted something to modify and call my own. Few dollars more it came with a case, no problem. Some frets were sharp and bridge pick up was loose. All in all, perfect for a beginner. Plays and sounds good but it would have taken a lot of my time and money to modify to my own. Perfect for beginners though. Brand of case I never cared for. Sent it back.",[],B00ENQOKEO,B00ENQOKEO,AG5VIIFQ2UPV3OF3G6IGDGXES67A,1426356015000,0,True,2015-03-14 18:00:15.000
5.0,Five Stars,Great case.,[],B00IJYE1PO,B00IJYE1PO,AHJ6ATJJPYABXDLDHCPATDDZ6HHQ,1483647854000,0,True,2017-01-05 20:24:14.000
4.0,it worked,Was able to have continuity after one coat. But putting on three. You need to be careful paint is thin and can splatter a bit with a 1 inch brush. So far so good .,[],B01HUD0JEG,B01HUD0JEG,AHQ362SNZDG4YIDZ3SG22GUDTDNQ,1604085612958,1,True,2020-10-30 19:20:12.958
5.0,Home Recording Studio!,"IMPORTANT: If you're worried the panels are not 1 inch thick that's because of the packaging. Wash them and let them air dry for at least 24 hours. They will decompress and become 1 inch thick, trust me. Air them longer if the smell is too strong.<br /><br />Overall, it works great in my home studio (vocal booth). It is NOT sound proof, but it does get rid of the reverb, which for me was more important. Very easy to assemble - double tape and you're all set.",[],B0832DPMYR,B09MFF8TD1,AHJGDYLDSSFHQKK4R5RXC4ZJIKCA,1625762161824,1,True,2021-07-08 16:36:01.824
1.0,Lost power daily with low usage,Lost power daily with low usage,[],B08W2PFDKQ,B0BCXL2V52,AFFHY7Z3KLIPZ7Y6XMD37AMD3XFA,1649601104651,0,True,2022-04-10 14:31:44.651
5.0,"High Quality !, been playing and tinkering for over 50 yrs , VERY good 5 way !","Been playing and tinkering for over 50 yrs , VERY good 5 way !",[],B07K764FN2,B0B3GHGQLB,AGCXQ2YCV52NIKGNTZ435DPQJA4Q,1642792797133,1,True,2022-01-21 19:19:57.133
5.0,Great solution for a child with lots of guitars.,My three year old already has quite the collection of guitars. This is perfect because it actually holds about 6 or 7 child sized guitars.,[],B0178QBDP4,B0178QB9I0,AHUU6PMZY7Y3SAGRZN2Q5DAYO72Q,1458345609000,0,True,2016-03-19 00:00:09.000
5.0,Great,Perfect,[],B07CGYM522,B07CGYM522,AEUEMADXZB2GXEIQYDWKOFPVO7UA,1582871958097,0,True,2020-02-28 06:39:18.097
3.0,👍,Es bueno,[],B07SL8TW43,B07SL8TW43,AE3PVHCJTZBKBB6RRB7ZTC3SQS7Q,1579049605383,0,True,2020-01-15 00:53:25.383
5.0,"Super sleek, will look stylish with pretty much any ...","BIG fan of this guy. Super sleek, will look stylish with pretty much any guitar. I use it for my Taylor 414. It also is the smoothest feeling guitar strap I've ever felt. You could do hula-hoops with your guitar around your shoulders, this thing is so smooth. Tried about 10 Morton & Williams straps before I decided on this one. Love it!",[],B00QC1QFZ0,B00QC1QFZ0,AHADEJPHTD7JVW5STMGGLRGNFLQA,1457339927000,0,True,2016-03-07 08:38:47.000
5.0,"Great Amp, especially at this price","20 watts of tube goodness, with a attenuator to pull it down to 2 watts which is still plenty loud for home use.  Great clean channels, US sounds very Fender Like Similar to a Blues JR.  The British cleans sound very much like my Marshall DSL40CR, and break up nicely.  I'm still playing with the over drive channels to dial in a tone I like, I much prefer my Marshall for gain sounds.  However, I plan to use this as a pedal platform amp.  For that purpose it's fantastic, and at the price I paid here it was 230 dollars cheaper than anywhere else.  I have considered buying another to run in stereo.  At this price point, I don't believe there is anything that completes.",[],B0854C2942,B0854C2942,AE62AJWN76SKWXZWQCGHOMTBAMAA,1613513381296,3,True,2021-02-16 22:09:41.296
5.0,Terrific ukele!!,"My son had requested this ukele for Christmas.  Although he didn't get it until his birthday he was very excited.  It sounded wonderful, and was a great quality.  I was very happy and I received it within a few days of the order.",[],B005ETZ5WU,B08MWVX9JD,AHCTUH5IW6LX7QJTK7NT3ND4QSPA,1326837214000,4,True,2012-01-17 21:53:34.000
5.0,Great price,Great microphones and accessories kit.,[],B07KRYNMQZ,B07KRYNMQZ,AFBGNG47M22MSQ4PYD7SMQTHL3SA,1564691505087,1,True,2019-08-01 20:31:45.087
5.0,Works Well,"I only needed a couple, but for the price, it was okay to get 20. These are for a new headset which had a microphone that really picked up breathing and percussive noises. This dampens these sounds and make it easier to communicate on the phone.",[],B07CVF4F86,B07CVF4F86,AFHYTL2KHQPCVKR2P5HEMTYKK7MA,1576182688825,1,True,2019-12-12 20:31:28.825
1.0,Priced Appropriately,Used this capo for a week or so before I had to stop out of frustration. Too much buzzing and constant repositioning. There's a reason it's so cheap. Should have been wiser.,[],B007YWHIP2,B007YWHIP2,AHKMML7G5ZLDXSXFFV5FUWMHNJAQ,1456814172000,0,True,2016-03-01 06:36:12.000
1.0,Don’t buy this,"This product is nothing but a headache, honestly spend your money on a better program with more support, honestly the program is just not user friendly",[],B00JV4KRO0,B00JV4KRO0,AEMXY7MO3BXSBQTE3GKIE52G5QSA,1681787334313,0,False,2023-04-18 03:08:54.313
5.0,I am so happy with it!,Everything was included and I have been able to get a good sound from the amp. I am very surprised about the great quality of the guitar and accessories.,[],B01M8I8COK,B08BW72YHB,AGGZYVGNFYDC642BCDLG3HEYQUVA,1612410543561,0,True,2021-02-04 03:49:03.561
1.0,Mala calidad,Muy mala calidad del producto,[],B06ZZRQLHL,B07S8V5G8L,AF2DW6NVAFSTCUN4Q2DKJNPF63LA,1646101544089,0,True,2022-03-01 02:25:44.089
1.0,Bad bad sound,Terrible sound! Not worth it for guitar or bluetooth. You'll send it back,[],B087TVWRPV,B087TVWRPV,AGCQUXQHN3OU5K2ETXFZQXDHCWMQ,1635205256053,0,True,2021-10-25 23:40:56.053
5.0,Five Stars,Very nice easy to use mic. Great choice for the price.,[],B0722Z52B7,B09MT5MNM5,AE6ID4HYL3CGB7VZOEWLIEUHYINA,1522971612428,0,True,2018-04-05 23:40:12.428
5.0,A Great Program!,"I am no computer wizard and I am having a ball with this program.  I use WAVE rather than midi, The program is really designed for midi, and have good recordings of my brother and I playing our tunes,(keyboard and guitar),transferred to CD.  The sound is exceptional. Using WAVE you can record 4 different tracks and balance the sound.  With Midi the possibilities are limitless. I have yet to learn all of the program's features,(tutorial included for us dummies).  Want to simply record your guitar playing on a CD? This program is for you!",[],B00002YCBJ,B00002YCBJ,AEUVDEKMO3B4CDHFWIYMCPSOM3LA,1004514241000,0,False,2001-10-31 07:44:01.000
4.0,you get what you pay for,this is great for the fuzz but the pitch shifter is more of a modulation like an ifo or ufo sound but for the money its not bad as an accent pedal for my rat distortion the pedal does produce some noise but you just need to tweek the knobs till its gone i will say it doesnt compare to my boss super shifter but for the fuzz  its alright,[],B007T8OGLK,B007T8OGLK,AEYERKCHSHLAZLWILZELYGFC65PA,1356624521000,2,True,2012-12-27 16:08:41.000
5.0,Unleash your sound,Easy to use and the sound quality of the app is awesome,[],B00T631UTC,B00T631UTC,AGIVZVBTRKLC7LMIRNTLVXHYFAQQ,1636117679197,0,True,2021-11-05 13:07:59.197
5.0,The Real Hercules of Stands,"There is really no other stand for tenor trombone; strong, stable.",[],B0002Y2UFC,B0002Y2UFC,AFY2JLJZ3444LXONO3635DQAZVXQ,1471310960000,0,True,2016-08-16 01:29:20.000
5.0,Good mic.,You have to turn the record volume knob low as this mic records pretty high.  Audio is a bit thin but just ever so slightly.  Nothing that an audio guy can't fix.  Mic has some size and weight to it as well.  Solid construction here.  Good price good mic.,[],B08KD5NHKV,B08KD5NHKV,AGGHJRVLYSTL3TAIPEJYY6WZ3UTA,1620004803677,0,True,2021-05-03 01:20:03.677
5.0,Great light for music stand,Perfect on a music stand to light two pages with choice of medium and bright light levels.,[],B00M35GOP0,B00M35GOP0,AGSE5HIYLNSDKHP5SOMDD4KETXZQ,1436468527000,0,True,2015-07-09 19:02:07.000
5.0,Great quality product for the price.,These were a great quality product but I returned them because I did not realize how tall they were.  The finish was very nice. I needed something thinner or I would have kept them.,[],B08CB4M446,B08F9X3799,AGTCNTTGQWYJC6NG366ZQJZ3RKAQ,1618066158076,0,True,2021-04-10 14:49:18.076
5.0,It's different and that's off-putting but invest a few minutes and open your mind,"....because this is *the* *last* wah you will ever own.  It's like an instrument in its own right.  Tiny subtle movements dramatically change the sound.  I'm just work with JP's default settings - they're great.  It's so sensitive, and you get different effects at different angles on the pedal.  I now absolutely love it - I never really used wah perhaps auto-was (still like that) but this can add an edge to lead breaks and even individual notes without even going for a true wah sound.  It cuts like a knife and has a unique tone.  Beautifully built.  Must have pedal.  I only have a couple but this is one.  The GT100 is the other (never tried the GT1000).  And a volume pedal - I have a stereo one for dual outputs from my pickups.",[],B01BW0T200,B01BW0T200,AFZ2EIFSCXZCLHTWOGOICDVYLFEQ,1591146921483,0,True,2020-06-03 01:15:21.483
3.0,Three Stars,"Nice, but too loud for close settings.",[],B000OIJJBE,B09LYNWVPC,AHOMAWLM6WPNFRQMD6RTX6EV3CHQ,1497135442927,0,False,2017-06-10 22:57:22.927
5.0,The dongle I needed,This is just what I needed to record using my external mic. I love it.,[],B082VZ8YS8,B082VZ8YS8,AHRXBYZVD7UPVCPHHTDKFTQJJ6RQ,1598505745473,0,True,2020-08-27 05:22:25.473
5.0,Great tool,works like a charm. Easy changing strings.,[],B074ZN88F4,B0BRWSYSJS,AEDE5S6AWSZI6GM3OF5EAN5CESEQ,1589780637317,0,True,2020-05-18 05:43:57.317
5.0,It’s great,It’s an actual guitar lol it works and plays and it’s durable. Yeyyyy,[],B00NA8L5WG,B07BV6HJPD,AFWDEYCRDC57PEZX7CMKU4GS27PQ,1546182346670,0,True,2018-12-30 15:05:46.670
4.0,Four Stars,Haven't had any problems with it breaking down,[],B000068NW5,B01DE4DPSC,AFZJ6XSXXKDDAGLY65SXFKR4QRHA,1473380837000,0,True,2016-09-09 00:27:17.000
4.0,Excellent piano,"I finally found the assembly instruction which was located toward the back of manual after I put it together, which took me about 30 minutes by myself. I only had two items left over and they turned out to be metal tie wrap for the cables.  The assembled piano is very compact and looked great in the family room.  Turned it turn on and played it. It produces great sound.  I am happy with the purchase.",[],B003BVJ7SG,B003BVJ7SG,AEPM53AI3PSBFCNED632LIA3JYSQ,1321254665000,1,True,2011-11-14 07:11:05.000
